year,imd10,sex,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
2008,7,m,107,5,5,4,1,2,0,3,4,2,3,5,2,1,6,3,5,15,18,15,23,18,19,12,20,19,20,16,19,19,18,27,21,27,25,25,23,26,30,49,61,52,49,60,54,57,67,70,78,68,94,104,103,103,123,146,134,157,176,210,239,289,270,302,333,318,286,337,370,403,421,441,528,536,552
2008,8,m,125,5,3,6,6,3,2,2,3,3,1,2,4,6,2,3,12,11,10,23,20,18,16,18,21,12,17,14,16,20,16,16,13,15,22,45,23,24,36,39,37,42,42,43,43,62,69,76,81,73,95,91,99,100,100,126,128,155,184,190,267,267,262,258,279,307,311,323,366,378,419,469,465,503,493
2008,9,m,99,9,2,1,3,2,2,4,1,2,1,3,1,3,3,6,9,14,10,15,15,8,20,24,18,15,12,16,16,10,13,19,17,12,34,30,28,23,33,33,30,35,38,49,50,63,51,68,53,70,71,77,74,112,98,104,136,144,131,183,211,245,229,251,279,270,283,287,322,389,427,425,420,515,470
2008,10,m,85,8,2,4,3,6,3,2,6,2,3,2,0,0,5,4,13,9,10,15,17,9,11,11,7,10,11,19,11,8,12,16,8,12,17,24,21,25,21,44,28,38,32,39,44,48,45,71,65,61,74,66,76,99,105,100,113,115,140,154,183,240,198,229,233,247,241,222,266,290,323,383,426,432,412
2009,1,m,338,22,15,5,4,13,4,4,5,4,2,7,2,10,6,10,15,19,26,24,29,42,32,46,49,44,54,41,54,51,65,46,64,53,75,83,86,98,107,109,141,141,141,148,181,141,157,166,158,199,181,227,234,254,243,284,293,311,331,362,416,440,460,401,456,456,458,486,533,594,561,634,671,645,679
2009,2,m,247,11,13,3,6,7,4,2,6,2,1,4,2,5,3,15,9,22,29,23,27,32,24,30,32,35,33,45,48,45,56,42,40,35,71,62,66,77,86,108,104,100,114,101,128,135,129,122,151,143,167,172,195,152,197,239,239,223,260,271,312,379,348,355,367,344,393,405,447,483,525,549,585,582,627
2009,3,m,227,11,6,7,3,3,3,1,4,3,4,3,6,7,5,9,17,15,18,23,27,26,22,27,30,27,43,31,36,39,33,31,39,37,48,52,46,56,68,67,86,78,95,91,108,115,111,103,122,139,130,151,143,182,172,169,204,201,255,285,281,318,358,338,318,379,389,377,425,431,468,511,500,579,630
2009,4,m,210,12,2,1,2,2,8,4,3,1,3,3,2,1,7,10,12,14,15,17,21,27,21,24,17,24,26,23,26,24,34,26,22,32,27,52,57,48,51,56,64,68,71,68,79,88,108,92,102,118,103,142,142,141,147,181,181,179,213,233,270,286,351,331,311,329,380,363,382,430,435,489,489,552,560
2009,5,m,161,9,6,3,3,2,2,0,4,4,6,1,3,6,3,7,3,17,17,22,18,18,19,20,23,24,22,26,27,26,23,17,24,29,34,55,33,44,49,55,68,64,59,72,69,95,93,108,100,103,110,104,86,144,126,160,174,202,207,218,292,296,326,298,324,367,348,378,345,412,410,459,505,517,548
2009,6,m,137,8,7,1,4,4,1,4,1,2,2,4,4,6,6,6,7,18,18,13,19,13,21,14,16,19,18,15,20,21,25,22,23,29,17,25,34,31,48,47,42,49,43,73,74,83,78,75,76,86,94,113,107,128,134,137,160,165,208,216,225,271,332,273,315,341,366,324,344,406,404,480,488,560,552
2009,7,m,113,6,6,3,2,2,0,3,3,1,3,2,4,2,6,10,9,14,19,11,15,16,16,13,17,17,18,19,20,21,13,15,24,27,27,33,29,26,31,41,52,42,59,64,56,68,91,84,74,72,77,89,105,116,105,152,146,173,176,210,253,275,294,296,327,336,377,307,312,377,369,478,500,523,554
2009,8,m,105,5,0,2,3,2,1,1,1,1,0,2,1,3,4,8,6,10,13,23,14,13,15,13,8,24,16,11,20,17,19,17,18,25,19,29,25,38,37,36,35,44,54,59,51,68,65,59,81,49,66,90,95,98,103,124,139,155,154,197,202,246,271,245,308,287,317,298,333,376,418,443,482,494,526
2009,9,m,111,13,2,3,3,2,1,1,4,2,6,2,2,3,4,5,6,18,12,23,13,16,12,15,16,10,18,12,9,13,18,20,21,14,22,13,25,26,33,31,31,52,49,50,44,52,56,65,74,60,82,79,94,89,85,117,115,135,162,180,196,236,274,240,267,319,284,338,294,339,384,373,456,462,473
2009,10,m,92,5,1,7,1,1,3,2,2,1,0,2,6,2,3,7,5,9,18,15,10,19,13,10,11,8,13,8,15,11,18,8,13,15,13,11,21,30,26,25,26,23,39,37,34,38,51,55,51,68,68,79,83,80,96,88,116,107,134,151,170,212,222,227,251,218,261,252,274,289,352,373,421,418,419
2010,1,m,332,18,11,11,9,4,7,5,6,5,4,3,5,8,5,8,11,16,24,22,26,25,27,35,38,40,34,37,46,47,55,54,70,48,56,66,71,82,108,112,120,118,133,135,157,182,176,159,170,195,195,207,221,223,237,251,303,336,304,325,401,395,432,498,454,460,470,473,533,533,536,609,683,664,654
2010,2,m,239,22,9,2,5,2,6,3,5,6,1,5,6,3,3,9,8,15,29,14,27,30,27,34,27,33,37,40,31,47,50,41,40,46,55,60,46,56,87,90,82,89,99,95,108,142,120,130,137,171,167,166,186,167,179,213,231,254,250,260,307,315,378,431,396,373,425,439,427,462,483,470,516,571,599
2010,3,m,230,9,10,13,3,3,3,1,5,3,2,3,1,4,2,6,8,14,17,17,23,25,20,21,31,29,31,30,30,31,40,42,40,34,41,46,44,56,56,70,69,82,74,83,107,100,115,111,116,122,125,130,155,151,173,185,221,199,240,269,259,309,356,386,364,338,382,397,403,433,419,536,548,556,553
2010,4,m,173,8,4,6,3,4,1,2,2,3,2,3,5,2,6,8,7,11,15,10,30,33,26,28,24,20,22,20,29,41,20,30,28,30,31,26,43,53,67,48,68,72,54,86,91,90,106,95,114,118,103,138,160,150,154,163,202,193,199,220,276,290,322,405,326,356,378,379,393,389,467,478,553,588,607
2010,5,m,134,13,6,2,5,8,2,3,1,4,3,2,2,3,6,6,10,13,12,11,15,16,28,21,19,16,21,25,19,25,22,25,29,29,31,32,37,43,39,41,52,60,68,71,82,100,85,82,113,107,105,125,117,143,137,153,181,185,195,208,224,299,309,344,309,344,376,385,396,360,474,473,510,544,559
2010,6,m,151,9,9,3,1,3,3,0,2,4,5,7,2,1,2,4,4,13,17,19,18,14,16,19,19,21,21,23,15,23,23,19,31,20,31,24,26,33,45,49,46,52,58,44,77,74,72,86,88,93,98,90,119,140,141,125,169,157,189,216,223,238,313,355,309,357,358,392,364,389,440,439,489,540,571
2010,7,m,94,13,4,2,2,2,0,1,5,2,3,1,2,5,4,3,6,10,15,14,7,25,14,19,14,13,16,15,17,22,22,22,21,21,21,18,27,27,31,36,41,48,37,51,81,74,65,66,68,82,76,102,104,103,116,107,121,155,168,188,209,256,303,327,300,336,362,388,324,419,410,443,482,530,577
2010,8,m,119,12,6,6,4,1,2,1,1,2,3,2,5,2,3,3,4,7,14,12,10,13,14,16,10,20,14,16,9,11,23,12,15,24,25,19,17,25,30,40,39,27,41,52,61,57,61,72,86,67,82,102,114,104,118,108,156,123,172,170,218,240,281,284,271,305,370,327,352,354,393,453,478,488,513
2010,9,m,92,3,6,3,2,1,2,2,1,3,2,2,5,3,6,5,5,10,15,16,11,15,15,8,15,13,9,8,14,18,20,17,14,16,15,18,25,22,23,38,40,36,53,50,48,38,41,59,47,56,87,81,118,80,92,131,113,147,135,144,206,197,254,297,256,272,294,296,335,306,364,375,434,476,479
2010,10,m,60,9,0,1,1,2,2,2,0,1,0,3,2,2,2,1,9,6,8,9,11,10,8,13,13,5,7,10,10,5,6,16,13,9,15,15,20,24,25,34,29,33,38,38,57,48,42,64,66,46,57,77,68,82,83,100,110,117,126,153,164,199,222,270,275,257,292,279,281,260,315,383,412,433,448
2011,1,m,349,31,12,12,7,7,9,1,5,3,7,5,3,2,10,8,8,18,26,23,38,29,33,33,32,44,37,47,41,45,58,59,43,53,63,61,67,85,86,101,116,126,146,128,164,164,191,150,193,191,173,205,237,226,257,227,259,314,317,328,348,379,402,466,493,442,510,503,525,516,555,610,670,592,688
2011,2,m,290,15,11,3,5,9,5,4,4,8,2,2,5,3,6,7,11,12,11,9,18,32,32,26,23,39,26,30,37,31,47,30,55,36,44,43,56,62,53,74,71,98,117,99,103,101,140,128,133,127,154,177,178,181,182,211,202,221,282,240,260,307,338,387,425,371,417,423,424,416,460,543,532,540,597
2011,3,m,245,13,5,3,2,4,0,4,3,5,2,1,6,0,3,7,6,9,12,19,26,21,21,18,23,23,20,25,36,31,34,36,25,43,36,39,48,52,63,58,66,63,98,96,95,108,105,130,137,125,130,150,136,168,177,197,218,216,224,216,271,296,304,337,443,357,361,371,369,425,452,484,508,512,574
2011,4,m,189,7,7,5,2,4,1,3,4,1,2,2,0,3,5,4,9,10,13,13,16,21,20,28,26,16,20,15,32,32,34,24,30,36,33,36,46,42,55,45,63,49,69,75,82,100,92,87,119,111,109,134,153,164,167,151,195,185,216,232,266,274,288,342,372,319,384,397,411,369,409,507,500,539,555
2011,5,m,161,8,11,2,1,2,2,8,3,3,2,3,3,5,3,2,3,11,8,11,21,14,21,14,13,19,17,16,25,21,21,23,26,25,18,28,36,30,46,38,56,53,67,57,67,68,75,89,97,87,106,101,114,162,140,161,170,191,189,203,226,245,298,315,381,333,343,411,388,387,440,441,489,526,545
2011,6,m,139,21,6,4,3,4,1,2,1,2,2,1,1,2,5,3,11,7,15,15,17,9,18,10,5,11,18,16,20,22,16,25,20,25,34,21,34,40,40,38,41,41,50,60,74,59,66,60,74,93,87,90,116,117,119,143,147,167,193,175,224,223,269,310,383,323,367,400,371,386,400,435,519,540,574
2011,7,m,110,6,7,3,3,2,3,1,2,2,1,2,4,4,5,4,9,7,12,11,15,16,9,14,11,14,26,11,17,19,13,21,15,18,28,36,22,34,36,32,31,43,50,43,63,66,78,73,69,93,110,94,124,120,118,118,146,151,146,179,200,210,272,356,343,330,342,358,419,358,420,437,472,523,500
2011,8,m,96,5,3,1,4,0,2,1,1,4,1,3,7,2,1,5,6,12,17,8,13,12,12,12,9,18,7,15,8,12,15,16,10,14,26,17,13,28,30,36,43,36,41,52,58,68,57,51,68,81,78,79,90,103,95,122,117,133,165,167,191,203,231,291,308,321,323,368,368,318,367,429,451,498,572
2011,9,m,95,3,4,3,7,1,3,2,3,2,3,2,2,4,2,6,9,10,10,15,8,12,10,9,11,17,17,10,12,12,16,22,17,10,9,18,24,27,24,25,33,36,27,39,49,55,59,57,62,71,65,67,88,107,84,113,117,116,144,162,175,196,247,273,300,274,344,319,328,304,340,411,443,457,525
2011,10,m,70,6,2,2,2,2,1,0,2,2,2,2,3,2,1,6,7,9,4,13,8,11,13,8,12,9,9,6,10,12,8,14,12,11,11,10,21,21,20,30,22,30,27,25,37,39,37,43,65,65,60,70,95,83,86,90,108,114,143,136,139,159,200,221,276,256,273,268,267,323,284,324,345,418,446
2012,1,m,348,18,10,9,5,7,3,3,7,2,2,3,8,5,5,11,8,16,25,19,22,33,18,32,29,32,42,37,41,38,60,59,50,60,49,55,63,84,62,86,102,117,127,160,151,138,147,198,199,215,219,205,195,228,240,244,258,251,326,304,322,375,426,421,487,520,469,500,523,488,543,551,595,619,643
2012,2,m,271,18,6,9,6,7,3,2,2,2,4,4,3,4,6,5,10,15,21,18,32,25,28,21,25,26,27,31,33,34,33,35,34,43,44,50,51,44,74,78,94,96,79,98,98,113,120,116,139,138,179,177,158,166,179,194,212,240,229,258,288,319,331,349,429,468,390,423,450,477,440,481,480,537,590
2012,3,m,205,15,6,3,3,2,3,3,7,5,3,1,2,5,2,6,7,12,15,22,15,14,23,19,26,20,27,23,33,35,39,39,48,29,29,38,42,53,52,58,75,70,80,92,88,116,119,123,118,127,132,142,131,139,188,188,195,212,222,237,239,280,279,325,353,437,384,405,397,463,415,469,480,539,578
2012,4,m,169,11,6,2,2,4,4,3,0,3,4,4,7,3,2,3,5,6,15,12,19,9,15,20,20,29,24,22,21,21,30,32,24,27,26,25,24,38,45,41,69,50,61,60,85,84,87,103,105,109,117,120,124,161,141,166,174,175,188,213,261,266,290,296,358,428,355,383,422,427,473,449,533,564,592
2012,5,m,139,10,10,2,9,4,3,1,4,5,1,3,4,0,4,2,8,12,15,15,16,14,25,11,14,23,21,15,24,26,17,18,23,27,30,28,29,32,42,40,41,49,55,72,66,59,81,91,83,100,92,128,105,126,144,160,158,173,171,205,217,239,262,314,362,397,349,432,424,440,421,473,514,576,556
2012,6,m,135,13,7,1,4,2,4,3,3,0,2,4,3,3,4,4,3,4,15,15,6,20,19,22,14,12,11,15,13,20,19,26,16,21,26,33,26,25,25,33,39,44,42,40,74,77,82,70,77,87,88,104,122,142,126,123,135,153,162,192,212,228,241,307,356,412,380,394,372,462,425,398,512,510,564
2012,7,m,93,9,4,5,2,3,2,4,2,4,2,7,0,5,1,2,7,12,11,13,14,12,11,15,13,15,11,12,13,18,19,24,14,28,15,18,29,38,24,40,27,43,40,55,62,64,52,73,78,94,85,94,112,97,115,93,146,141,173,179,192,217,241,282,338,373,311,369,367,432,384,444,501,469,556
2012,8,m,92,8,7,0,2,3,3,0,2,2,5,3,2,4,1,5,5,9,20,14,13,13,11,22,12,10,14,10,19,14,13,12,19,13,16,17,15,19,23,24,42,35,35,35,50,58,65,64,76,70,71,76,86,116,113,119,133,131,167,175,135,209,246,235,282,319,339,356,379,389,365,355,424,512,507
2012,9,m,90,7,3,6,3,2,2,3,1,0,4,2,1,3,9,4,4,11,21,13,12,14,11,9,6,7,8,13,14,13,12,17,15,19,10,17,18,15,20,21,35,39,27,42,53,52,50,68,59,63,80,61,92,93,93,111,105,124,129,185,170,211,220,228,284,297,294,343,337,371,372,372,419,424,505
2012,10,m,89,5,2,0,3,1,3,1,3,0,0,2,2,2,1,4,2,8,8,7,9,4,9,19,8,6,10,12,4,10,10,9,3,18,9,15,9,16,17,26,28,18,25,34,29,36,45,47,49,54,56,65,76,85,96,100,89,111,97,130,145,149,164,235,250,289,258,302,302,328,314,312,397,417,458
2013,1,m,300,14,14,6,10,4,4,6,1,5,5,3,3,8,6,8,11,14,21,25,17,18,24,20,24,34,36,38,47,43,50,43,56,62,55,56,69,84,100,107,94,107,136,143,155,172,150,146,214,201,203,224,196,247,258,237,259,292,320,340,381,367,378,443,478,508,561,456,498,543,543,506,558,639,678
2013,2,m,237,16,5,4,3,3,5,7,4,2,1,3,2,0,5,10,9,13,11,19,16,17,16,23,36,33,26,32,30,35,40,38,35,47,56,46,38,58,60,64,77,80,104,97,93,119,122,139,140,154,157,148,181,154,199,200,213,251,242,274,292,311,363,358,359,475,482,464,442,464,448,466,505,532,565
2013,3,m,188,26,12,2,6,5,3,5,2,4,3,1,2,3,6,6,10,12,9,19,13,16,20,15,22,22,21,32,27,32,30,50,30,34,42,44,51,64,56,64,68,79,89,90,85,96,107,121,116,124,134,146,152,159,156,155,176,202,229,285,273,274,326,304,331,381,432,368,426,443,456,420,493,481,543
2013,4,m,177,7,10,2,1,4,2,0,0,3,3,0,5,2,1,3,8,5,14,23,21,18,21,30,22,29,30,33,21,44,24,23,38,32,32,38,30,44,28,55,59,79,74,66,67,94,96,93,99,117,124,138,161,172,148,188,176,190,198,230,250,242,274,321,365,385,440,367,410,451,490,451,488,588,572
2013,5,m,124,10,3,6,4,7,1,6,1,2,2,6,2,1,4,6,3,6,11,10,15,16,19,20,18,21,20,22,11,20,19,31,29,26,32,31,40,36,46,46,36,47,62,65,67,82,83,71,100,105,114,112,110,136,151,138,148,161,157,205,224,249,275,309,333,380,443,400,444,448,439,458,493,519,608
2013,6,m,112,11,0,2,4,1,2,3,3,0,1,2,4,4,2,4,6,8,14,16,17,11,14,13,22,17,13,21,18,11,18,24,26,20,24,23,27,25,35,36,46,50,51,61,56,75,79,77,76,94,98,97,108,125,148,134,158,163,188,192,232,230,291,298,324,378,417,407,368,433,496,448,438,510,586
2013,7,m,101,11,5,9,1,1,3,1,3,2,2,1,1,4,6,5,8,7,13,6,12,13,14,21,13,21,12,12,15,15,18,27,26,24,15,17,23,16,29,31,46,32,55,33,62,65,67,72,81,105,68,105,107,105,124,129,127,178,151,175,181,204,234,248,316,324,408,339,407,444,452,423,464,514,532
2013,8,m,104,9,4,2,3,3,3,1,1,1,2,0,4,4,2,3,10,12,16,9,15,19,6,13,12,9,12,15,15,10,11,16,17,23,21,19,27,23,35,32,33,48,41,49,57,60,66,87,51,80,83,122,95,90,87,110,140,133,150,149,188,190,218,235,294,349,389,338,342,420,454,420,422,509,511
2013,9,m,82,1,6,4,2,3,1,3,2,2,3,2,7,3,2,2,2,9,8,16,10,10,6,16,10,13,18,10,6,15,15,17,22,12,19,27,18,20,17,21,21,35,31,37,51,44,39,64,58,71,84,75,98,91,122,124,129,123,114,164,170,182,174,206,270,331,391,298,344,368,392,393,398,461,512
2013,10,m,78,8,3,1,2,2,0,2,2,2,3,1,2,3,5,1,5,6,13,14,9,13,12,14,6,6,14,7,6,7,8,11,9,14,10,9,12,21,22,23,26,27,27,39,34,37,45,42,50,58,64,80,72,87,97,78,100,129,126,148,135,148,182,191,245,263,315,294,315,361,365,341,364,413,477
2014,1,m,300,27,7,13,3,6,6,3,4,5,3,1,5,5,5,4,13,11,20,23,33,15,22,36,42,33,42,35,43,52,57,47,59,64,51,76,65,73,100,109,106,115,123,147,151,192,180,176,171,225,233,226,237,262,266,284,271,306,318,348,349,383,398,422,468,491,522,552,469,503,552,596,613,546,662
2014,2,m,206,19,8,7,4,4,2,6,3,4,7,6,5,8,8,5,9,21,13,19,14,28,26,33,35,23,39,52,27,39,39,32,32,36,47,54,44,52,65,70,81,93,65,112,102,142,134,143,159,152,163,168,176,185,183,217,221,224,248,288,281,300,337,339,394,406,449,489,451,460,457,488,527,501,586
2014,3,m,160,15,11,9,3,4,8,5,2,3,4,4,6,3,4,4,8,9,18,15,22,23,20,27,26,17,39,30,30,29,39,43,35,42,48,43,48,38,67,48,73,74,80,81,83,98,110,135,113,140,135,163,176,172,196,185,176,211,215,241,251,289,286,309,377,377,418,479,443,443,490,464,485,512,547
2014,4,m,152,17,5,4,2,2,1,5,2,2,4,5,5,4,4,4,8,10,16,20,13,17,15,19,22,15,20,23,19,30,27,33,29,30,32,36,31,33,48,49,61,71,57,69,76,89,96,101,101,121,123,143,123,143,143,171,199,187,227,230,244,243,282,293,310,363,440,448,424,468,482,493,484,497,524
2014,5,m,134,6,7,7,1,2,4,3,1,4,3,1,1,5,4,5,6,11,10,15,20,17,20,22,17,22,18,21,23,15,27,23,30,21,34,27,29,33,40,32,38,56,45,60,77,80,89,74,100,111,117,127,116,131,158,143,154,165,182,188,205,244,262,290,302,370,411,477,402,481,520,498,500,511,582
2014,6,m,106,9,4,1,1,4,3,4,2,2,2,2,3,2,2,7,5,6,15,19,12,16,13,15,13,21,26,14,27,15,23,17,28,23,38,37,30,39,35,34,36,52,51,47,55,65,65,85,90,85,86,93,116,124,112,136,150,175,187,182,204,222,243,278,283,318,396,473,408,459,443,465,488,471,538
2014,7,m,92,3,5,3,2,2,3,3,3,2,1,3,0,2,4,4,10,6,10,10,13,19,16,20,11,12,16,15,23,21,20,23,22,23,30,26,30,21,22,23,45,39,41,51,50,53,51,55,63,76,77,118,86,96,123,130,126,144,167,157,192,225,252,259,313,306,327,430,400,395,424,481,483,457,552
2014,8,m,88,13,2,3,2,1,1,0,0,5,2,2,3,1,4,5,4,7,22,8,11,12,10,17,6,10,19,14,15,20,18,14,16,23,20,19,21,21,33,28,26,27,43,44,44,58,60,64,64,72,78,88,103,106,108,114,128,125,153,176,173,197,206,226,258,302,343,445,401,417,460,461,444,457,532
2014,9,m,74,11,5,1,7,2,5,0,2,4,5,2,2,2,4,1,5,7,7,10,12,10,9,11,16,8,14,14,10,12,15,15,10,19,12,20,17,11,20,27,36,34,28,30,48,49,69,57,66,65,53,94,94,101,99,116,108,118,147,149,176,156,183,209,267,301,318,413,365,372,409,455,422,425,529
2014,10,m,59,6,1,0,2,3,2,0,3,4,3,1,2,2,1,6,4,3,6,13,10,11,13,13,9,4,10,5,11,11,14,15,10,10,13,11,8,18,14,23,17,25,28,31,35,43,31,51,46,69,73,74,82,89,97,96,92,98,136,133,147,151,185,198,215,236,287,352,294,332,375,385,383,356,429
2015,1,m,306,18,9,9,9,4,5,4,3,5,6,3,6,7,6,7,7,13,18,20,19,17,27,31,34,42,42,29,40,39,51,34,53,72,74,75,82,80,79,82,110,126,127,126,138,157,167,194,190,188,250,202,227,245,279,283,282,280,295,345,355,387,432,418,474,501,534,561,625,545,523,578,590,629,612
2015,2,m,235,16,8,7,8,4,7,8,5,7,7,5,1,4,1,7,6,7,22,16,22,22,35,31,39,39,32,22,40,32,37,41,58,40,52,53,66,52,66,68,68,77,89,108,110,108,142,155,133,171,216,195,187,198,211,250,244,259,257,257,307,318,337,361,388,369,417,485,536,463,510,511,554,521,593
2015,3,m,198,7,11,4,5,5,4,3,3,4,5,4,1,6,1,5,6,10,13,18,28,28,25,24,24,33,13,35,25,44,35,34,43,36,48,45,51,54,60,57,58,52,88,79,92,93,100,139,147,146,163,180,182,167,193,219,213,230,256,216,252,261,318,360,346,420,393,465,528,455,441,538,578,533,540
2015,4,m,164,6,7,5,3,4,1,3,1,1,3,4,0,3,4,7,6,12,11,16,9,20,13,23,28,29,19,23,31,22,17,39,37,39,37,32,35,39,48,51,58,72,72,57,85,71,79,120,104,129,135,135,133,154,169,174,169,213,209,241,265,247,271,303,322,390,358,464,509,453,487,561,545,533,539
2015,5,m,124,7,5,2,2,3,4,5,0,3,5,2,3,2,3,6,7,8,15,20,15,12,16,14,18,24,17,25,22,22,16,23,34,28,29,46,25,35,35,35,57,55,45,50,66,69,72,83,99,115,112,110,119,158,136,163,189,208,192,199,212,257,241,287,325,334,400,446,523,467,476,526,507,542,555
2015,6,m,102,11,6,5,3,2,2,3,3,0,1,1,2,1,2,8,7,12,8,13,15,18,11,19,14,14,21,17,26,14,20,19,22,19,24,32,37,15,34,27,38,41,55,54,70,73,81,71,75,90,108,113,112,141,115,118,170,171,194,176,199,226,243,271,308,312,401,428,505,412,503,528,558,496,557
2015,7,m,112,13,5,6,3,0,1,2,4,3,0,2,3,1,8,3,9,10,8,12,13,16,7,15,14,21,17,20,11,12,17,12,26,18,16,20,20,26,26,31,30,31,37,55,58,52,62,69,69,87,94,101,118,113,119,133,142,171,152,161,213,221,222,253,276,305,347,409,446,406,437,477,494,493,515
2015,8,m,102,8,1,5,3,2,3,1,2,1,4,4,1,3,1,5,5,8,11,14,16,7,16,16,13,13,8,19,14,8,14,13,20,16,29,19,28,17,18,31,27,29,46,42,49,55,51,66,61,81,96,78,92,87,100,118,155,138,149,145,179,206,201,230,285,302,319,392,442,403,458,479,503,447,514
2015,9,m,75,7,2,2,1,1,2,3,0,2,3,4,6,1,2,5,6,4,13,13,10,11,13,16,13,10,8,8,12,12,15,12,20,20,11,15,19,24,18,17,22,30,38,32,40,47,48,51,51,64,90,80,95,78,101,105,130,142,132,145,141,191,174,219,237,256,311,379,462,386,440,460,440,457,483
2015,10,m,72,6,3,1,4,1,1,1,1,1,1,5,4,1,2,4,2,8,7,13,12,16,5,8,13,11,7,11,9,9,6,8,13,11,11,12,21,15,18,17,23,21,25,42,32,41,44,42,49,66,70,74,65,93,83,95,100,111,110,113,158,148,155,184,209,211,271,305,363,364,394,425,423,404,412
2016,1,m,311,13,10,13,8,5,3,4,2,5,1,4,7,2,13,10,6,14,13,23,22,29,24,42,34,33,41,40,47,50,51,51,56,69,64,69,95,68,90,85,105,100,120,169,150,142,167,205,207,198,233,213,259,243,231,307,333,316,324,348,375,404,415,448,437,470,561,516,609,670,577,614,592,644,651
2016,2,m,220,9,5,3,5,5,4,5,5,5,4,6,7,2,2,7,9,10,13,16,18,21,25,29,24,30,34,30,37,39,49,55,56,42,52,45,54,38,57,66,67,90,91,104,117,120,134,118,141,179,190,194,197,229,200,243,248,284,279,273,270,314,293,321,381,406,390,490,547,597,496,522,528,573,560
2016,3,m,167,16,8,11,4,4,3,3,1,1,5,2,1,2,5,6,6,11,11,11,20,23,24,25,31,32,30,20,22,28,35,42,47,51,43,58,49,53,45,42,60,67,76,80,100,112,112,105,134,118,157,172,181,184,192,216,219,194,243,236,289,291,305,339,330,372,400,448,533,584,493,521,570,545,528
2016,4,m,154,9,5,4,4,4,4,3,3,4,2,1,3,3,3,4,10,9,14,10,16,15,17,17,16,31,28,24,30,19,31,26,41,30,41,29,45,52,42,37,58,58,60,66,90,82,102,99,112,118,115,158,146,148,162,193,182,177,250,211,258,276,302,323,323,338,380,388,479,535,488,537,581,525,567
